XML Filename,id,Comment,English Value
InterSpec.xml,country-US,,United States
InterSpec.xml,country-GB,,United Kingdom
InterSpec.xml,country-AU,,Australia
InterSpec.xml,country-CA,,Canada
InterSpec.xml,country-FR,,France
InterSpec.xml,country-ES,,España
InterSpec.xml,country-MX,,México
InterSpec.xml,country-DE,,Deutschland
InterSpec.xml,country-JP,,日本
InterSpec.xml,country-CN,,中国
InterSpec.xml,country-TW,,台灣
InterSpec.xml,country-BR,,Brasil
InterSpec.xml,country-PT,,Portugal
InterSpec.xml,country-RU,,Россия
InterSpec.xml,country-IT,,Italia
InterSpec.xml,country-KR,,대한민국
InterSpec.xml,country-TR,,Türkiye
D3SpectrumDisplayDiv.xml,,," d3sdd- is short for D3SpectrumDisplayDiv

    The part of the id coming after ""d3sdd-"", directly corresponds to the javascript variable name, the element value gets put into.

    The JS 'xAxisTitle' variable is localized using the ""Energy (keV)"" key
    The JS 'fwhm' variable is localized using the ""FWHM"" key
  "
D3SpectrumDisplayDiv.xml,d3sdd-yAxisTitle,,Counts
D3SpectrumDisplayDiv.xml,d3sdd-yAxisTitleMulti,,Counts per {1} Channels
D3SpectrumDisplayDiv.xml,d3sdd-realTime,,Real Time
D3SpectrumDisplayDiv.xml,d3sdd-liveTime,,Live Time
D3SpectrumDisplayDiv.xml,d3sdd-deadTime,,Dead Time
D3SpectrumDisplayDiv.xml,d3sdd-scaledBy,,Scaled by
D3SpectrumDisplayDiv.xml,d3sdd-zoomIn,,Zoom In
D3SpectrumDisplayDiv.xml,d3sdd-neutrons,,neutrons
D3SpectrumDisplayDiv.xml,d3sdd-Neutrons,,Neutrons
D3SpectrumDisplayDiv.xml,d3sdd-cps,,cps
D3SpectrumDisplayDiv.xml,d3sdd-roiCounts,,ROI counts
D3SpectrumDisplayDiv.xml,d3sdd-gammaCounts,,Gamma Counts
D3SpectrumDisplayDiv.xml,d3sdd-contArea,,cont. area
D3SpectrumDisplayDiv.xml,d3sdd-peakCps,,peak cps
D3SpectrumDisplayDiv.xml,d3sdd-peakArea,,peak area
D3SpectrumDisplayDiv.xml,d3sdd-mean,,mean
D3SpectrumDisplayDiv.xml,d3sdd-spectrum,,Spectrum
D3SpectrumDisplayDiv.xml,d3sdd-comptonEdge,,Compton Edge
D3SpectrumDisplayDiv.xml,d3sdd-sumPeak,,Sum Peak
D3SpectrumDisplayDiv.xml,d3sdd-firstEnergyClick,,Click to set sum peak first energy.
D3SpectrumDisplayDiv.xml,d3sdd-singleEscape,,Single Escape
D3SpectrumDisplayDiv.xml,d3sdd-doubleEscape,,Double Escape
D3SpectrumDisplayDiv.xml,d3sdd-eraseInRange,,Will Erase Peaks In Range
D3SpectrumDisplayDiv.xml,d3sdd-zoomInY,,Zoom-In on Y-axis
D3SpectrumDisplayDiv.xml,d3sdd-zoomOutY,,Zoom-out on Y-axis
D3SpectrumDisplayDiv.xml,d3sdd-touchDefineRoi,,Move 2 fingers to right to define ROI
D3SpectrumDisplayDiv.xml,d3sdd-foreNSigmaBelowBack,,Foreground is {1} σ below background.
D3SpectrumDisplayDiv.xml,d3sdd-foreNSigmaAboveBack,,Foreground is {1} σ above background.
D3SpectrumDisplayDiv.xml,d3sdd-backSubCounts,,counts (BG sub)
D3SpectrumDisplayDiv.xml,d3sdd-afterScalingBy,,after scaling by 
D3SpectrumDisplayDiv.xml,d3sdd-clickedPeak,,Clicked Peak
D3SpectrumDisplayDiv.xml,d3sdd-recalFromTo,,Recalibrate data from {1} to {2} keV
D3SpectrumDisplayDiv.xml,d3sdd-sumFromTo,,{1} to {2} keV
D3SpectrumDisplayDiv.xml,d3sdd-comptonPeakAngle,,{1}° Compton Peak
CompactFileManager.xml,,, cfm is short for CompactFileManager 
CompactFileManager.xml,cfm-tt-sample-num,,"
    Enter the sample number you'de like displayed here. 
    You may enter a range of sample numbers similar to '33-39' or '33 to 39'; 
    or CSV sample numbers like '34,39,84'.
  "
CompactFileManager.xml,cfm-scale-factor-label,,Scale Factor: 
CompactFileManager.xml,cfm-tt-scale-factor,,"
    Factor to scale the spectrum by. Entering an empty string will cause 
    spectrum to be live time normalized to foreground spectrum.
  "
CompactFileManager.xml,cfm-norm-btn,,Normalize
CompactFileManager.xml,cfm-db-spec,,Prev. Saved Spectra
CompactFileManager.xml,cfm-err-invalid-sample-num,,Sample number requested doesn't exist.
CompactFileManager.xml,cfm-err-no-meas,,"Cant change sample numbers, there is no current measurement."
CompactFileManager.xml,cfm-err-missing-sample-num,,One of the sample number requested doesn't exist.
CompactFileManager.xml,cfm-err-sample-num-doesnt-exist,,Sample number {1} doesn't exist.
CompactFileManager.xml,cfm-err-sample-num-doesnt-exist-2,,Sample number {1} does not exist in the measurement.
CompactFileManager.xml,cfm-err-general-1,,Error changing to requested sample number(s)
CompactFileManager.xml,cfm-err-advancing,,Error advancing spectrum
CompactFileManager.xml,cfm-no-spectra,,No loaded/available spectra.
CompactFileManager.xml,cfm-no-fore,,No foreground
CompactFileManager.xml,cfm-no-back,,No background
CompactFileManager.xml,cfm-no-second,,No second foreground
ReferencePhotopeakDisplay.xml,,, rpd- is short for ReferencePhotopeakDisplay 
ReferencePhotopeakDisplay.xml,rpd-add-another-btn,,Add Another
ReferencePhotopeakDisplay.xml,rpd-tt-add-another-btn,,Keep the currently displayed lines and add a new nuclide/source to display.
ReferencePhotopeakDisplay.xml,rpd-tt-nuc-edit,,"ex. <b>U235</b>, <b>235 Uranium</b>, <b>U</b> (x-rays only), <b>Uranium</b> (x-rays), <b>U-235m</b> (meta stable state), <b>Cs137</b>, <b>background</b>, <b>H(n,g)</b>, etc."
ReferencePhotopeakDisplay.xml,rpd-tt-age,,"
    <div>
      Age can be specified using a combination of time units, similar to '<b>5.3y 8d 22m</b>' or in half lives like 
      '<b>2.5 HL</b>'.
    </div>
    <div>
      Acceptable time units: <b>year</b>, <b>yr</b>, <b>y</b>, <b>day</b>, <b>d</b>, <b>hrs</b>, <b>hour</b>, <b>h</b>, <b>minute</b>,
      <b>min</b>, <b>m</b>, <b>second</b>, <b>s</b>, <b>ms</b>, <b>microseconds</b>, <b>us</b>, <b>nanoseconds</b>, <b>ns</b>, or
      you can specify time period by <b>hh:mm:ss</b>. Half life units can be
      specified using <b>hl</b>, <b>halflife</b>, <b>halflives</b>, <b>half-life</b>, <b>half-lives</b>,
      <b>half lives</b>, or <b>half life</b>.
    </div>
    <div>
      Half life units or time periods can not be mixed with other units. When multiple time periods are
      specified, they are summed, e.x. '1y6months 3m' is interpreted as 18 months and 3 minutes.
    </div>
  "
ReferencePhotopeakDisplay.xml,rpd-tt-clear,,"Clears all persisted lines, as well as the current non-persisted lines."
ReferencePhotopeakDisplay.xml,rpd-more-info,,more info
ReferencePhotopeakDisplay.xml,rpd-shield-mat,,shielding material
ReferencePhotopeakDisplay.xml,rpd-options,,Options
ReferencePhotopeakDisplay.xml,rpd-opt-prompt,,Prompt Only
ReferencePhotopeakDisplay.xml,rpd-opt-tt-prompt,,"
    Gammas from only the original nuclide, and the descendants until one
    of them has a longer half-life than the original nuclide; the
    decay chain is in equilibrium till that point.
  "
ReferencePhotopeakDisplay.xml,rpd-opt-gamma,,Show Gammas
ReferencePhotopeakDisplay.xml,rpd-opt-xray,,Show X-rays
ReferencePhotopeakDisplay.xml,rpd-opt-alphas,,Show Alphas
ReferencePhotopeakDisplay.xml,rpd-opt-betas,,Show Betas
ReferencePhotopeakDisplay.xml,rpd-opt-cascade,,Cascade Sums
ReferencePhotopeakDisplay.xml,rpd-prev-nucs,,Prev Nucs
ReferencePhotopeakDisplay.xml,rpd-det-nucs,,Det RID Nucs
ReferencePhotopeakDisplay.xml,rpd-assoc-nucs,,Assoc. Nucs
ReferencePhotopeakDisplay.xml,rpd-suggestions,,Suggestions
ReferencePhotopeakDisplay.xml,rpd-feature-markers,,Feature Markers
ReferencePhotopeakDisplay.xml,rpd-csv-export-msg,,"The 'Nuclide Decay Info' tool provides additional capabilities for exporting nuclide, decay products, and decay information to CSV files."
ReferencePhotopeakDisplay.xml,rpd-changed-age,,Changed age to a more reasonable value for {1} from '{2}' to '{3}'
ReferencePhotopeakDisplay.xml,rpd-det-id,,Detector ID
ReferencePhotopeakDisplay.xml,rpd-ext-rid,,External RID
ReferencePhotopeakDisplay.xml,rpd-prev,,Previous
ReferencePhotopeakDisplay.xml,rpd-warn-cascade-xrays,,x-rays are not included in cascades
ReferencePhotopeakDisplay.xml,,, Values in the table on this tool 
ReferencePhotopeakDisplay.xml,rpd-tbl-iso,,Iso
ReferencePhotopeakDisplay.xml,,, a.k.a meta-stable state of nuclide 
ReferencePhotopeakDisplay.xml,rpd-tbl-el-cap,,e.c.
ReferencePhotopeakDisplay.xml,,, a.k.a electron capture 
ReferencePhotopeakDisplay.xml,rpd-tbl-proton,,proton
ReferencePhotopeakDisplay.xml,rpd-tbl-spont-fis,,s.f.
ReferencePhotopeakDisplay.xml,,, Spontaneous Fission
ReferencePhotopeakDisplay.xml,rpd-tbl-xray,,xray
ReferencePhotopeakDisplay.xml,rpd-tbl-reaction,,Reaction
ReferencePhotopeakDisplay.xml,rpd-tbl-norm,,NORM
ReferencePhotopeakDisplay.xml,rpd-tbl-cascade-sum,,Cascade Sum
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-energy,,Energy (keV)
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-br,,B.R.
ReferencePhotopeakDisplay.xml,,, branching ratio 
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-parent,,Parent
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-mode,,Mode
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-particle,,Particle
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-tt-energy,,Energy of the particle produced
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-tt-br,,"The number of the particle per second, per Bq of the parent nuclide."
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-tt-trans,,Actual nuclide which decayed to give this particle.
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-tt-trans-mode,,"Decay mode of the parent nuclide, which produced this particle."
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-tt-type,,The type of particle produced
ReferencePhotopeakDisplay.xml,rpd-tbl-hdr-tt-,,
PeakInfoDisplay.xml,,, pid is short for PeakInfoDisplay 
PeakInfoDisplay.xml,pid-peak-mean,,Peak Mean
PeakInfoDisplay.xml,pid-peak-fwhm,,Peak FWHM
PeakInfoDisplay.xml,pid-peak-amp,,Peak Amp.
PeakInfoDisplay.xml,pid-roi-lower,,ROI Lower
PeakInfoDisplay.xml,pid-roi-upper,,ROI Upper
PeakInfoDisplay.xml,pid-dialog-peak-erase,,Erase All Peaks?
PeakInfoDisplay.xml,pid-dialog-add-peak-title,,Add Peak
PeakInfoDisplay.xml,pid-tt-more-adv,,"For more advanced options, see the <em>Peak Editor</em> after adding."
PeakInfoDisplay.xml,pid-screen-to-small,,Screen to small for preview.
PeakInfoDisplay.xml,pid-err-preview,,Error rendering preview
PeakInfoDisplay.xml,pid-err-fit-failed,,Fit Failed.
PeakInfoDisplay.xml,pid-err-no-foreground,,A foreground spectrum must be loaded to add a peak.
PeakInfoDisplay.xml,pid-err-no-foreground-1,,No foreground spectrum
PeakInfoDisplay.xml,pid-search-peaks-btn,,Search for Peaks
PeakInfoDisplay.xml,pid-tt-search-peaks-btn,,Search for peaks using the automated peak finding algorithm.
PeakInfoDisplay.xml,pid-clear-peaks-btn,,Clear all Peaks
PeakInfoDisplay.xml,pid-tt-clear-peaks-btn,,Removes <b>all</b> existing peaks.
PeakInfoDisplay.xml,pid-nuc-from-ref-btn,,Nuc. from Ref.
PeakInfoDisplay.xml,pid-tt-nuc-from-ref-btn,,"
    Assign peak nuclides from reference lines showing. Only applies to
    peaks which do not already have a nuclide associated with them.
  "
PeakInfoDisplay.xml,pid-add-peak-btn,,Add...
PeakInfoDisplay.xml,pid-tt-add-peak-btn,,Manually add a new peak.
PeakInfoDisplay.xml,pid-tt-del-peaks,,Deletes peak currently being edited.
PeakInfoDisplay.xml,pid-better-editor-hint,,Right click on peaks for better editor
PeakInfoDisplay.xml,pid-tt-csv-export,,Export information about the identified peaks to a comma separated format.
PeakModel.xml,,," Strings from PeakModel - e.g., tables that display peak info.
  pm- is short for PeakModel
  "
PeakModel.xml,pm-tt-use-for-cal,,"If this peak should be used to help calibrate energy.
    You must have a nuclide, reaction, or x-ray assigned to the peak, and you must not have fixed the mean energy value using the Peak Editor."
PeakModel.xml,pm-gaussian,,Gaussian
PeakModel.xml,pm-region,,Region
PeakModel.xml,pm-err-use-fit-no-nuc,,You must associate a nuclide with the peak before using it for shielding/source-fitting.
PeakModel.xml,pm-err-use-cal-no-nuc,,"You must associate a nuclide, x-ray, or reaction with the peak before using it for calibration."
PeakModel.xml,pm-err-use-rel-act-no-nuc,,Only peaks associated with a nuclides gamma can be used for relative activity analysis.
PeakModel.xml,pm-warn-use-xray-fit,,"Warning: using x-rays for fitting source nuclides is not usually a great idea, so please use caution."
PeakModel.xml,pm-hdr-diff,,Difference
PeakModel.xml,pm-hdr-cal-peak,,Calib. Peak
PeakModel.xml,pm-hdr-rel-act,,Rel Act
PeakModel.xml,pm-hdr-label,,Label
PeakModel.xml,pm-hdr-color,,Color
PeakModel.xml,pm-hdr-skew-amp,,Skew Amp
PeakModel.xml,pm-hdr-peak-type,,Peak Type
PeakModel.xml,pm-hdr-low-energy,,Lower Energy
PeakModel.xml,pm-hdr-up-energy,,Upper Energy
PeakModel.xml,pm-hdr-roi-counts,,ROI Counts
PeakModel.xml,pm-hdr-tt-mean,,Mean Energy
PeakModel.xml,pm-hdr-tt-fwhm,,Full Width at Half Maximum
PeakModel.xml,pm-hdr-tt-amp,,Peak Area
PeakModel.xml,pm-hdr-tt-cps,,Peak counts per second
PeakModel.xml,pm-hdr-tt-photopeak-energy,,Photopeak Energy
PeakModel.xml,pm-hdr-tt-diff,,Difference between photopeak and mean energy
PeakModel.xml,pm-hdr-tt-man-rel-eff,,"Use for ""Isotopics from peaks"" analysis."
PeakModel.xml,pm-hdr-tt-color,,Peak color
PeakModel.xml,pm-hdr-tt-label,,User specified label
PeakModel.xml,pm-hdr-tt-roi-counts,,Integral of gamma counts over the region of interest
PeakModel.xml,pm-hdr-tt-,,
EnergyCalTool.xml,,, ect- is short for EnergyCalTool 
EnergyCalTool.xml,ect-no-spec,,No spectrum loaded
EnergyCalTool.xml,ect-more-act,,More Actions
EnergyCalTool.xml,ect-linearize,,Linearize...
EnergyCalTool.xml,ect-tt-linearize,,Linearizes spectra so that each energy channel has the same width.
EnergyCalTool.xml,ect-truncate,,Truncate Energy...
EnergyCalTool.xml,ect-tt-truncate,,Truncates the energy range of the spectrum by discarding data channels.
EnergyCalTool.xml,ect-combine,,Combine Channels...
EnergyCalTool.xml,ect-tt-combine,,Combines energy channels together so spectrum will have less data channels
EnergyCalTool.xml,ect-to-frf,,To FRF...
EnergyCalTool.xml,ect-tt-to-frf,,Converts the energy calibration type to Full Range Fraction
EnergyCalTool.xml,ect-to-poly,,To Polynomial...
EnergyCalTool.xml,ect-tt-to-poly,,Converts the energy calibration type to Polynomial.
EnergyCalTool.xml,ect-multi-file,,Multi File Cal...
EnergyCalTool.xml,ect-tt-multi-file,,"
    Allows using multiple spectra with peaks fit, from one or more spectrum files,
    to perform an energy calibration.  Can especially be useful for
    lower-resolution detectors where each spectrum has a different test source
  "
EnergyCalTool.xml,ect-tt-CALp,,"Download a .CALp file that contains the current energy calibration.
    You can drag-n-drop this file back onto InterSpec later to re-use this energy calibration.
    This is especially useful if you often use data from a detector whose calibration needs to be
    consistently adjusted.
  "
EnergyCalTool.xml,ect-export-CALp-msg,,You can apply this CALp file later to a different spectrum by dragging and dropping the CALp file onto InterSpec.
EnergyCalTool.xml,ect-fit-coeff-btn,,Fit Coeffs
EnergyCalTool.xml,ect-tt-fit-coeff-btn,,"
    Uses the expected energy of photopeaks associated with the fit peaks to fit for the energy coefficients.  
    This button is disabled if no coefficients are selected to fit for, or less peaks than coefficients are selected.
  "
EnergyCalTool.xml,ect-apply-changes-to,,Apply Changes To
EnergyCalTool.xml,ect-disp-dets,,Displayed Detectors
EnergyCalTool.xml,ect-all-dets,,All Detectors
EnergyCalTool.xml,ect-disp-samples,,Displayed Samples
EnergyCalTool.xml,ect-all-samples,,All Samples
EnergyCalTool.xml,ect-calib-coeffs,,Calibration Coefficients
EnergyCalTool.xml,ect-cal-peaks,,Calibration Peaks
EnergyCalTool.xml,ect-CALp-no-meas,,No measurement displayed for {1}
EnergyCalTool.xml,ect-CALp-not-applic-det,,Calibration change not applicable to any detector of {1}
EnergyCalTool.xml,ect-CALp-not-applic-sample,,Calibration change not applicable to any samples of {1}
EnergyCalTool.xml,ect-CALp-invalid-input,,Invalid input energy calibration
EnergyCalTool.xml,ect-CALp-num-channel-mismatch,,The number of new calibration channels ({1}) doesn't match old calibration ({2}).
EnergyCalTool.xml,ect-CALp-missing-det,,The CALp file is missing calibration for detectors: {1}.{2}
EnergyCalTool.xml,ect-CALp-extra-det,,  There were extra calibrations for non-existent detectors: {1}.
EnergyCalTool.xml,ect-CALp-named-vs-unamed,,"All calibrations in CALp file specify a detector name, but current spectrum detector is unnamed."
EnergyCalTool.xml,ect-CALp-no-cal-for-det,,"""No calibration available for detector '{1}'"""
EnergyCalTool.xml,ect-CALp-no-prev-for-det,,Couldn't identify previous calibration to use for detector '{1}'.
EnergyCalTool.xml,ect-CALp-nchannel-mismatch-det,,The number of new calibration channels ({1}) doesn't match old calibration ({2}) for detector '{3}'.
EnergyCalTool.xml,ect-import-CALp,,Import CALp file
EnergyCalTool.xml,ect-select-CALp,,<p>Select the CALp file to use</p>
EnergyCalTool.xml,ect-upload-CALp-to-large,,File to large to upload
EnergyCalTool.xml,ect-invalid-CALp,,Not a valid CALp file
EnergyCalTool.xml,ect-CALp-drag-n-drop-note,,"<p style=""font-size: small;"">Note: you can also drag-n-drop CALp files onto InterSpec<br /></p>"
EnergyCalTool.xml,ect-change-made-invalid,,Calibration change made a energy calibration become invalid{1}.  Error: {2}
EnergyCalTool.xml,ect-for-the-fore,, for the foreground
EnergyCalTool.xml,ect-for-the-back,, for the background
EnergyCalTool.xml,ect-for-the-sec,, for the secondary spectrum
EnergyCalTool.xml,ect-set-cal-invalid-nchan,,"Sample {1}, Detector '{2}' has {3} channels but calibration being set has {4}."
EnergyCalTool.xml,ect-error-setting-cal,,Error setting new energy calibration: {1}
EnergyCalTool.xml,ect-add-dev-pair-made-invalid,,Adding deviation pair made energy calibration become invalid{1}. Error: {2}
EnergyCalTool.xml,ect-unexpected-error-prev-coefs,,Unexpected error retrieving previous calibration coefficients - not applying changes
EnergyCalTool.xml,ect-changed-cal-not-selected,,It looks like the energy calibration you changed isn't marked for changes to be applied to; please correct that.
EnergyCalTool.xml,ect-dev-pair-change-invalid,,Changing the deviation pair made energy calibration become invalid.  Error: {1}
EnergyCalTool.xml,ect-set-dev-pair-err,,There was an error setting deviation pairs for this detector.
EnergyCalTool.xml,ect-dev-applied-dets-samples,,"Deviation pairs applied only to the '{1}' detector, but to all sample numbers{2}."
EnergyCalTool.xml,ect-dev-applied-to-samples,,Deviation pairs applied to all sample numbers{1}.
EnergyCalTool.xml,ect-err-not-enough-peaks,,Can not fit calibration coefficients right now.  You must select at least as many peaks for fitting as coefficients you have selected to fit for.
EnergyCalTool.xml,ect-no-peaks,,No peaks available.
EnergyCalTool.xml,ect-select-cal-of-disp-det,,Please select calibration of a displayed detector
EnergyCalTool.xml,ect-not-enough-channel,,Not enough channels in the data.
EnergyCalTool.xml,ect-no-coeff-selected,,You must select at least one coefficient to fit for.
EnergyCalTool.xml,ect-fail-min,,ErrorMsg Failed to fit energy calibration using both matrix and iterative approaches
EnergyCalTool.xml,ect-fit-successful,,Energy calibration has been updated from fitting.
EnergyCalTool.xml,ect-fail-fit,,Failed calibration by fitting peak means. {1}
EnergyCalTool.xml,ect-del-graphical-msg,,"If you recalibrate again by ALT+CTRL+DRAG on another portion of the spectrum, you will be given the option of preserving the effects of this calibration as well."
EnergyCalTool.xml,ect-lc-disp-dets,,displayed detectors
EnergyCalTool.xml,ect-lc-all-dets,,all detectors
EnergyCalTool.xml,ect-lc-all-samples,,all samples
EnergyCalTool.xml,ect-lc-disp-samples,,displayed samples
EnergyCalTool.xml,ect-short-fore,,For.
EnergyCalTool.xml,ect-short-back,,Back
EnergyCalTool.xml,ect-short-secondary,,Sec.
IsotopeSearchByEnergy.xml,,," 
    This file contains the localizations for both IsotopeSearchByEnergy.cpp and IsotopeSearchByEnergyModel.cpp - e.g., the ""Nuclide Search"" tab.
    (there wasnt enough content in IsotopeSearchByEnergyModel to justify the performance hit of adding in an extra localization file)

    isbe- is short for IsotopeSearchByEnergy
    isbem- is short for IsotopeSearchByEnergyModel
  "
IsotopeSearchByEnergy.xml,isbe-clear-ref,,Clear Ref. Photopeaks
IsotopeSearchByEnergy.xml,isbe-cb-gammas,,Gammas
IsotopeSearchByEnergy.xml,isbe-cb-rxnts,,Reactions
IsotopeSearchByEnergy.xml,isbe-min-br,,Min. BR
IsotopeSearchByEnergy.xml,isbe-tt-min-br,,Minimum branching ratio.
IsotopeSearchByEnergy.xml,isbe-min-hl,,Min. T½
IsotopeSearchByEnergy.xml,isbe-tt-min-hl,,"
    Minimum half life of nuclides to be searched.
    <br />
    <div>
      Age can be specified using a combination of time units, similar to '<b>5.3y 8d 22m</b>'.
    </div>
    <div>
      Acceptable time units: <b>year</b>, <b>yr</b>, <b>y</b>, <b>day</b>, <b>d</b>, <b>hrs</b>, <b>hour</b>, <b>h</b>, <b>minute</b>,
      <b>min</b>, <b>m</b>, <b>second</b>, <b>s</b>, <b>ms</b>, <b>microseconds</b>, <b>us</b>, <b>nanoseconds</b>, <b>ns</b>, or
      you can specify time period by <b>hh:mm:ss</b>.
    </div>
    <div>
      When multiple time periods are specified, they are summed, e.x. '1y6months 3m' is interpreted as 18 months and 3 minutes
    </div>
  "
IsotopeSearchByEnergy.xml,isbe-searching,,Searching
IsotopeSearchByEnergy.xml,isbe-assign-to-btn,,"
    <plural case=""0"">Assign peak to {1}</plural>
    <plural case=""1"">Assign peaks to {1}</plural>  <!-- Two or more peaks -->
  "
IsotopeSearchByEnergy.xml,isbe-assign-searched-energies,,"
    <plural case=""0"">Assign searched energy to {1}</plural>
    <plural case=""1"">Assign searched energies to {1}</plural>  <!-- Two or more peaks -->
  "
IsotopeSearchByEnergy.xml,isbe-assign-matching-peaks-no-id,,Assign matching peaks with no ID to {1}...
IsotopeSearchByEnergy.xml,isbe-assign-all-matching-peaks,,Assign all matching peaks to {1}...
IsotopeSearchByEnergy.xml,,, Messages for IsotopeSearchByEnergyModel are below here; i.e. the table headers 
IsotopeSearchByEnergy.xml,isbem-parent-nuc,,Parent
IsotopeSearchByEnergy.xml,isbem-diff,,Diff.
IsotopeSearchByEnergy.xml,isbem-rel-br,,Rel. B.R.
IsotopeSearchByEnergy.xml,isbem-profile,,Profile
IsotopeSearchByEnergy.xml,isbem-decay,,Decay
IsotopeSearchByEnergy.xml,isbem-part-hl,,Parent T½
IsotopeSearchByEnergy.xml,isbem-assumed-age,,Assumed Age
IsotopeSearchByEnergy.xml,isbem-tt-parent-nuc,,Parent nuclide of the decay chain.
IsotopeSearchByEnergy.xml,isbem-tt-diff,,Difference between selected nuclide's energy level and searched energy level
IsotopeSearchByEnergy.xml,isbem-tt-energy,,True gamma/x-ray energy
IsotopeSearchByEnergy.xml,isbem-tt-rel-bre,,"Branching ratio, relative to the nuclides largest yield gamma
    (i.e., 1.0 indicates the most abundant gamma, not one gamma per decay)
  "
IsotopeSearchByEnergy.xml,isbem-tt-profile,,"A rough metric for how close the observed spectrum comes to having the expected peaks for the selected source.
    A higher number is better, with a value of 1.0 being the highest - it is recommended to sort by this column for nuclide ID.  
    See the help for this tool for a more complete description of this quantity.
  "
IsotopeSearchByEnergy.xml,isbem-tt-parent-hl,,Parent half life
IsotopeSearchByEnergy.xml,isbem-tt-assumed-age,,Assumed age of nuclide
DrfSelect.xml,,," ds- is short for DrfSelect
       ref- is short for RelEffFile
       reds- is short for RelEffDetSelect
  "
DrfSelect.xml,ds-default-manual-det-name,,User Defined Detector
DrfSelect.xml,ref-tt-remove-drf-file,,Remove file from list of files InterSpec will look for detector response functions in.
DrfSelect.xml,ref-remove-drf-window-title,,Remove Detector Responses?
DrfSelect.xml,ref-remove-drf-window-txt,,Would you like to remove these DRFs from future use as well?
DrfSelect.xml,ref-file-removed-toast,,File '{1}' removed from future use.
DrfSelect.xml,ref-file-saved-for-later,,"Saved '{1}' for later use, and will be available in the ""<em>Rel. Eff.</em>"" portion of the ""<em>Detector Response Function Select</em>"" tool."
DrfSelect.xml,ref-err-saving-drf-file,,Error saving DRF file for later use; sorry.
DrfSelect.xml,ref-err-invalid-csv-drf,,Not a valid TSV or CSV relative-efficiency DRF file.
DrfSelect.xml,ref-save-drf-window-title,,Save Detector Responses?
DrfSelect.xml,ref-save-drf-window-txt,,Would you like to save these detector responses for later use?
DrfSelect.xml,ref-upload-csv-file,,Upload a TSV/CSV file.
DrfSelect.xml,ref-dont-use-drf-in-file,,no responses in file
DrfSelect.xml,ref-select-det-from-file,,select detector
DrfSelect.xml,ref-no-drfs-in-file,,No valid DRFs in file.
DrfSelect.xml,ref-couldnt-open-drf-file,,Could not open DRF file.
DrfSelect.xml,ref-no-rel-eff-drfs-in-file,,No Rel. Eff. DRFs available.
DrfSelect.xml,ref-no-drfs-available,,no responses available
DrfSelect.xml,ref-file-has-no-drfs,,File does not contain any DRFs
DrfSelect.xml,reds-tt-add-drf-btn,,Click the plus button to add an additional relative efficiency detector response function file.
DrfSelect.xml,reds-tt-add-dir,,Click the plus button to add an additional directory to recursively look for detector response functions in.
DrfSelect.xml,reds-gadras-drf-info-ios,,You can place detector response functions imported from GADRAS-DRF into <code>InterSpec</code>s directory within the <b>Files</b> app.
DrfSelect.xml,reds-gadras-drf-info,,"These are detector response functions imported from GADRAS-DRF.  Currently only the detector dimensions,  absolute efficiencies, and FWHM resolutions are used."
DrfSelect.xml,reds-failed-parse-gadras-det,,Failed to parse a GADRAS detector: {1}
DrfSelect.xml,reds-err-saving-gad-path,,Error saving GADRAS path to user preferences: {1}
DrfSelect.xml,reds-tt-remove-gad-dir,,Remove directory from list of directories InterSpec will look in for detector response functions in.
DrfSelect.xml,reds-tt-gad-set-dir,,Set entered directory to recursively look in for detector response functions.
DrfSelect.xml,reds-err-not-valid-dir,,Not a valid directory.
DrfSelect.xml,reds-invalid-dir,,invalid directory
DrfSelect.xml,reds-no-drf-in-dir,,no responses in directory
DrfSelect.xml,reds-recursive-no-drfs-in-dir,,"No valid DRFs in directory, or its subdirectories."
DrfSelect.xml,ds-csv-upload-desc,,"
    <div style=""white-space:nowrap;"">
      Intrinsic Efficiency CSV File:
    </div>
    <div>
      The first column is energy in keV.
      Second column is the % efficient (0 through 100) for gammas at that
      energy, incident on the detector, to be recorded in the photopeak.
    </div>
    <div>
      You will also need to upload a GADRAS Detector.dat file, or enter the
      detectors diameter, after uploading the efficiency file.
    </div>
    <div>
      You can also upload CSV exported from the <em>Make Detector Response</em> tool.
    </div>
  "
DrfSelect.xml,ds-enter-gad-det-diam,,Enter detector diameter or upload Detector.dat file:
DrfSelect.xml,ds-det-diam,,Detector Diameter:
DrfSelect.xml,ds-fixed-geom,,Fixed Geometry
DrfSelect.xml,ds-gad-det-file-label,,GADRAS Detector.Dat File:
DrfSelect.xml,ds-manual-det-empty-fcn,,"Example: exp(-9.8 - 8.1*log(x) + 4.62E-02*log(x)^2 + ...)\n
    Or equivalently: -9.8 -8.1 4.62E-02 ..."
